TID	Items	Quantities	Profit	Utility
T1355	2,3,5,7,9,11,14,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	3,4,4,2,2,4,2,2,2,3,3,1,4,2,3,2,3,3,1,2,2,4,4,2,4,2,4,2,2,4,4,3,4,4,4,4,4	1,-2,4,4,-4,-5,-5,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-8,16,8,-8,-20,-10,-8,10,-6,9,-3,-12,4,-3,8,-3,-9,-2,-8,-6,-4,-16,-2,-16,-2,-20,-6,-4,-20,-16,-9,-12,-16,12,8,-16
T1356	2,3,5,7,9,12,14,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	4,2,4,1,1,1,3,4,4,2,4,3,2,4,3,3,1,4,2,2,4,2,4,2,2,4,2,3,2,1,3,3,4,1,3,2,4	1,-2,4,4,-4,1,-5,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-4,16,4,-4,1,-15,-16,20,-4,12,-9,-6,8,-3,12,-1,-12,-4,-8,-12,-2,-16,-2,-8,-4,-10,-9,-4,-5,-12,-9,-12,-4,9,4,-16
T1357	2,3,5,7,9,11,14,15,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	4,4,4,2,4,1,1,3,4,3,4,2,4,2,2,3,1,1,2,2,2,1,3,4,2,2,3,4,2,1,3,1,4,1,1,2,4	1,-2,4,4,-4,-5,-5,-5,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-8,16,8,-16,-5,-5,-15,20,-6,12,-6,-12,4,-2,12,-1,-3,-4,-8,-6,-1,-12,-4,-8,-2,-15,-12,-4,-5,-12,-3,-12,2,3,4,-16
T1358	2,3,5,7,9,11,14,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	4,2,4,4,4,2,1,3,1,1,1,3,1,1,1,3,3,3,1,1,4,1,2,1,2,1,1,2,2,3,2,3,4,1,3,2,1	1,-2,4,4,-4,-5,-5,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-4,16,16,-16,-10,-5,-12,5,-2,3,-9,-3,2,-1,12,-3,-9,-2,-4,-12,-1,-8,-1,-8,-1,-5,-6,-4,-15,-8,-9,-12,2,9,4,-4
T1359	2,3,5,7,9,12,14,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	2,3,2,4,4,4,2,4,4,1,4,1,3,4,2,1,2,1,1,1,2,3,4,3,2,2,4,4,3,4,2,3,3,1,4,2,3	1,-2,4,4,-4,1,-5,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-6,8,16,-16,4,-10,-16,20,-2,12,-3,-9,8,-2,4,-2,-3,-2,-4,-6,-3,-16,-3,-8,-2,-20,-12,-6,-20,-8,-9,-9,2,12,4,-12
T1360	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	3,2,3,4,2,2,1,4,4,2,2,4,1,4,2,3,3,4,4,1,3,1,4,1,2,1,3,1,1,1,1,1,1,4,4,1,2	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-4,12,16,-8,-10,-5,-20,20,-4,6,20,-3,8,-2,12,-3,-12,-8,-4,-9,-1,-16,-1,-8,-1,-15,-3,-2,-5,-4,-3,-3,-16,12,2,-8
T1361	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,43,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	4,2,1,3,1,2,4,4,3,1,4,3,2,4,3,1,3,3,2,1,4,3,1,2,3,1,1,1,1,2,1,2,3,2,1,2,3	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-4,4,12,-4,-10,-20,-20,15,-2,12,15,-6,8,-3,4,-3,-9,-4,-4,-8,-3,-4,-2,-12,-1,-5,-3,-2,-10,-4,-6,-9,-8,3,4,-12
T1362	2,3,5,7,9,12,14,15,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	4,3,2,4,4,4,3,4,3,1,1,4,4,4,1,4,3,2,1,2,2,1,1,3,4,1,1,2,1,1,2,1,1,2,3,4,1	1,-2,4,4,-4,1,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-6,8,16,-16,4,-15,-20,15,-2,3,20,-12,8,-1,16,-3,-6,-2,-8,-6,-1,-4,-3,-16,-1,-5,-6,-2,-5,-8,-3,-3,-8,9,8,-4
T1363	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	2,2,1,1,2,1,2,1,1,3,4,2,1,2,3,3,1,4,2,1,2,4,1,4,4,4,2,2,4,2,4,3,2,1,3,4,1	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-4,4,4,-8,-5,-10,-5,5,-6,12,10,-3,4,-3,12,-1,-12,-4,-4,-6,-4,-4,-4,-16,-4,-10,-6,-8,-10,-16,-9,-6,2,9,8,-4
T1364	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,43,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	1,3,1,3,2,2,1,3,4,2,4,4,3,2,4,4,3,1,2,2,4,3,2,2,4,4,2,2,1,3,1,2,2,3,3,4,3	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	1,-6,4,12,-8,-10,-5,-15,20,-4,12,20,-9,4,-4,16,-3,-3,-4,-8,-8,-3,-8,-2,-16,-4,-10,-6,-2,-15,-4,-6,-6,6,9,8,-12
T1365	2,3,5,7,9,11,14,16,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	4,1,4,1,2,1,3,3,1,3,4,1,4,3,2,2,3,2,1,3,3,3,3,3,2,4,3,4,1,3,2,4,2,1,1,3,4	1,-2,4,4,-4,-5,-5,-4,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-2,16,4,-8,-5,-15,-12,5,-6,12,5,-12,6,-2,8,-3,-6,-2,-12,-9,-3,-12,-3,-8,-4,-15,-12,-2,-15,-8,-12,-6,2,3,6,-16
T1366	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,73,74	3,4,1,4,2,2,2,4,4,1,3,3,4,1,2,1,2,3,1,4,4,1,3,4,1,2,1,1,3,1,3,4,1,3,1,1,1	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-8,4,16,-8,-10,-10,-20,20,-2,9,15,-12,2,-2,4,-2,-9,-2,-16,-12,-1,-12,-4,-4,-2,-5,-3,-6,-5,-12,-12,-3,-12,3,2,-4
T1367	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,73,74	3,2,4,2,1,4,2,2,2,1,3,3,2,1,4,3,3,3,4,1,3,2,4,1,1,2,3,2,2,3,1,3,2,4,2,1,1	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	3,-4,16,8,-4,-20,-10,-10,10,-2,9,15,-6,2,-4,12,-3,-9,-8,-4,-9,-2,-16,-1,-4,-2,-15,-6,-4,-15,-4,-9,-6,8,6,2,-4
T1368	2,3,5,7,9,11,14,16,18,20,22,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,73,74	4,2,3,3,4,3,3,1,2,4,1,1,3,3,3,3,1,3,3,3,1,1,2,4,1,4,2,1,2,2,4,2,3,4,2,4,3	1,-2,4,4,-4,-5,-5,-4,5,-2,3,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-4,12,12,-16,-15,-15,-4,10,-8,3,5,-9,6,-3,12,-1,-9,-6,-12,-3,-1,-8,-4,-4,-4,-10,-3,-4,-10,-16,-6,-9,8,6,8,-12
T1369	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,1,2,4,2,3,1,2,4,4,1,4,1,2,4,1,2,4,1,2,2,4,2,1,4,1,1,2,4,4,3,2,1,2,4,3,4	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-2,8,16,-8,-15,-5,-10,20,-8,3,20,-3,4,-4,-4,-2,-12,-2,-8,-6,-4,-8,-1,-16,-1,-5,-6,-8,-20,-12,-6,-3,-8,12,6,-16
T1370	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	3,1,1,1,1,2,1,3,2,4,1,2,1,4,1,2,4,3,1,1,2,1,1,2,3,1,3,4,1,2,4,3,1,3,1,3,2	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-2,4,4,-4,-10,-5,-15,10,-8,3,10,-3,8,-1,-10,-4,-9,-2,-4,-6,-1,-4,-2,-12,-1,-15,-12,-2,-10,-16,-9,-3,-12,3,6,-8
T1371	2,3,5,7,9,12,14,15,18,20,22,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,1,3,3,3,2,1,1,2,1,2,3,4,4,3,4,1,2,4,4,4,3,1,2,2,4,1,4,4,2,4,3,2,3,2,1,2	1,-2,4,4,-4,1,-5,-5,5,-2,3,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-2,12,12,-12,2,-5,-5,10,-2,6,15,-12,8,-3,-20,-1,-6,-8,-16,-12,-3,-4,-2,-8,-4,-5,-12,-8,-10,-16,-9,-6,-12,6,2,-8
T1372	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	2,1,1,4,4,1,2,3,4,4,4,3,4,3,1,2,1,1,4,2,2,2,4,2,4,4,2,1,4,3,1,1,3,4,4,1,1	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-2,4,16,-16,-5,-10,-15,20,-8,12,15,-12,6,-1,-8,-1,-3,-8,-8,-6,-2,-16,-2,-16,-4,-10,-3,-8,-15,-4,-3,-9,8,12,2,-4
T1373	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	1,1,3,3,3,2,4,3,2,3,4,2,4,4,4,4,2,4,3,1,4,4,4,3,1,1,3,4,2,3,1,4,4,1,1,4,3	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	1,-2,12,12,-12,-10,-20,-15,10,-6,12,10,-12,8,-4,-20,-2,-12,-6,-4,-12,-4,-16,-3,-4,-1,-15,-12,-4,-15,-4,-12,-12,2,3,8,-12
T1374	2,3,5,7,9,11,14,16,18,20,22,24,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	3,1,1,4,2,2,4,4,4,1,1,1,2,3,2,3,2,2,2,1,2,2,3,1,3,4,1,3,3,1,4,2,2,1,2,2,4	1,-2,4,4,-4,-5,-5,-4,5,-2,3,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	3,-2,4,16,-8,-10,-20,-16,20,-2,3,5,-6,6,-2,-12,-2,-6,-4,-4,-6,-2,-12,-1,-12,-4,-5,-9,-6,-5,-16,-6,-6,2,6,4,-16
T1375	2,3,5,7,9,11,14,15,18,20,22,24,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,73,74	2,1,3,3,4,2,1,2,4,4,3,1,4,2,1,4,4,2,2,2,1,4,4,2,4,3,1,2,3,1,3,2,3,1,2,2,1	1,-2,4,4,-4,-5,-5,-5,5,-2,3,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-2,12,12,-16,-10,-5,-10,20,-8,9,5,-12,4,-1,-16,-4,-6,-4,-8,-3,-4,-16,-2,-16,-3,-5,-6,-6,-5,-12,-6,-9,-4,6,4,-4
T1376	2,3,5,7,9,11,14,15,18,20,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	1,3,4,3,3,4,2,3,3,2,1,4,4,4,4,4,3,2,4,3,4,2,1,2,4,3,4,1,4,1,4,1,1,4,4,1,2	1,-2,4,4,-4,-5,-5,-5,5,-2,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-6,16,12,-12,-20,-10,-15,15,-4,3,-12,-12,8,-4,16,-3,-6,-12,-12,-12,-2,-4,-2,-16,-3,-20,-3,-8,-5,-16,-3,-3,-16,12,2,-8
T1377	2,3,5,7,9,11,14,15,18,20,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	1,3,2,3,1,1,3,3,2,2,2,1,2,2,1,3,1,4,3,1,3,2,4,4,3,2,2,1,1,3,1,1,2,4,3,4,2	1,-2,4,4,-4,-5,-5,-5,5,-2,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	1,-6,8,12,-4,-5,-15,-15,10,-4,6,-3,-6,4,-1,12,-1,-12,-9,-4,-9,-2,-16,-4,-12,-2,-10,-3,-2,-15,-4,-3,-6,-16,-3,8,-8
T1378	2,3,5,7,9,12,14,15,18,20,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,4,4,4,2,1,1,3,3,3,4,1,3,1,1,3,1,3,4,1,2,2,3,3,4,1,2,4,4,4,4,1,1,4,1,4,1	1,-2,4,4,-4,1,-5,-5,5,-2,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-8,16,16,-8,1,-5,-15,15,-6,12,-3,-9,2,-1,12,-1,-9,-12,-4,-6,-2,-12,-3,-16,-1,-10,-12,-8,-20,-16,-3,-3,-16,3,8,-4
T1379	2,3,5,7,9,12,14,15,18,20,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	3,4,3,4,3,4,3,2,3,3,4,1,1,3,1,1,2,3,3,2,1,2,4,2,1,4,1,2,3,4,3,1,4,1,1,1,4	1,-2,4,4,-4,1,-5,-5,5,-2,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-8,12,16,-12,4,-15,-10,15,-6,12,-3,-3,6,-1,4,-2,-9,-9,-8,-3,-2,-16,-2,-4,-4,-5,-6,-6,-20,-12,-3,-12,-4,-1,2,-16
T1380	2,3,5,7,9,12,14,15,18,20,22,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	1,4,1,1,2,4,3,1,3,2,2,1,3,1,4,4,3,3,1,2,2,4,2,2,3,4,1,4,4,2,4,1,3,4,3,4,4	1,-2,4,4,-4,1,-5,-5,5,-2,3,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	1,-8,4,4,-8,4,-15,-5,15,-4,6,5,-9,2,-4,16,-3,-9,-3,-8,-6,-4,-8,-2,-12,-4,-5,-12,-8,-10,-16,-3,-9,-16,-3,8,-16
T1381	2,3,5,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70,72,74	2,3,1,4,3,2,2,4,1,1,3,3,3,1,3,4,2,4,3,4,4,1,2,1,3,3,2,2,2,3,3,4,1,4,4,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-6,4,16,-12,-10,-2,-20,-5,-5,9,-9,-9,2,-3,16,-2,-12,-6,-16,-12,-1,-8,-1,-12,-3,6,-6,-4,-15,-12,-12,-3,-16,12,8,-12
T1382	2,3,5,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,71,72,74	4,4,1,2,4,2,3,1,2,1,1,1,1,4,2,4,3,3,2,1,1,2,2,3,3,3,3,4,1,2,2,2,1,1,1,4,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-8,4,8,-16,-10,-3,-5,-10,-5,3,-3,-3,8,-2,16,-3,-9,-4,-4,-3,-2,-8,-3,-12,-3,9,-12,-2,-10,-8,-6,-3,-4,-1,8,-8
T1383	2,3,5,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,68,70,72,74	1,3,3,4,3,2,4,3,2,2,2,1,2,1,1,4,4,3,1,4,1,1,2,4,3,3,1,3,2,2,4,3,2,3,2,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-6,12,16,-12,-10,-4,-15,-10,-10,6,-3,-6,2,-1,16,-4,-9,-2,-16,-3,-1,-8,-4,3,-3,3,-9,-4,-10,-16,-9,-6,-12,6,8,-12
T1384	2,3,5,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,68,71,72,74	3,2,2,1,2,4,4,1,4,4,1,4,4,3,3,2,2,1,3,4,4,2,3,2,3,3,4,1,1,3,3,1,1,2,4,3,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-4,8,4,-8,-20,-4,-5,-20,-20,3,-12,-12,6,-3,8,-2,-3,-6,-16,-12,-2,-12,-2,3,-3,12,-3,-2,-15,-12,-3,-3,-8,-4,6,-8
T1385	2,3,6,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,55,56,58,60,62,64,66,69,70,72,74	4,1,4,2,3,3,4,4,1,2,3,3,4,4,2,2,3,1,2,3,2,2,1,3,1,2,3,1,3,2,1,4,4,3,3,2,2	1,-2,-3,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-2,-12,8,-12,-15,-4,-20,-5,-10,9,-9,-12,8,-2,8,-3,-3,-6,-12,-6,-2,-4,-3,-4,-2,9,-3,-6,-10,-4,-12,-12,6,9,4,-8
T1386	2,3,6,7,9,11,13,15,17,19,22,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,55,56,58,60,62,64,66,69,71,72,74	4,2,4,2,4,4,2,4,4,4,3,3,4,3,4,1,1,1,1,2,3,1,3,4,4,3,2,2,4,2,1,1,4,3,3,1,2	1,-2,-3,4,-4,-5,-1,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	4,-4,-12,8,-16,-20,-2,-20,-20,-20,9,-9,-12,6,-4,4,-1,-3,-3,-8,-9,-1,-12,-4,-16,-3,6,-6,-8,-10,-4,-3,-12,6,-3,2,-8
T1387	2,3,5,7,9,12,13,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,71,72,74	3,3,4,1,2,4,4,1,2,1,4,2,4,3,1,2,3,1,2,3,1,4,2,1,3,1,4,4,4,1,4,4,4,2,2,4,3	1,-2,4,4,-4,1,-1,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-6,16,4,-8,4,-4,-4,10,-2,12,-6,-12,6,-1,8,-3,-3,-4,-12,-3,-4,-8,-1,-12,-1,12,-12,-8,-5,-16,-12,-12,-8,-2,8,-12
T1388	2,3,5,7,9,11,13,16,18,20,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,69,71,72,74	4,4,4,3,3,1,2,3,1,1,2,2,2,4,2,1,2,2,1,1,4,4,4,3,3,1,2,1,2,2,1,1,1,2,2,4,3	1,-2,4,4,-4,-5,-1,-4,5,-2,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,-4	4,-8,16,12,-12,-5,-2,-12,5,-2,6,-6,-6,8,-2,4,-2,-6,-2,-4,-12,-4,-16,-3,-12,-1,6,-3,-4,-10,-4,-3,-3,4,-2,8,-12
T1389	2,3,5,7,9,11,14,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70,72,74	4,1,3,2,3,3,2,4,2,1,2,3,2,1,4,3,1,3,1,4,2,3,1,2,4,4,3,4,3,2,1,4,2,2,1,2,4	1,-2,4,4,-4,-5,-5,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-2,12,8,-12,-15,-10,-20,-10,-5,6,-9,-6,2,-4,12,-1,-9,-2,-16,-6,-3,-4,-2,-16,-4,9,-12,-6,-10,-4,-12,-6,-8,3,4,-16
T1390	2,3,5,7,9,11,14,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,71,72,74	4,1,4,1,3,2,4,3,2,4,3,3,4,3,2,1,1,3,4,1,3,3,3,3,1,4,4,2,4,1,2,1,1,2,1,1,2	1,-2,4,4,-4,-5,-5,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-2,16,4,-12,-10,-20,-15,-10,-20,9,-9,-12,6,-2,4,-1,-9,-8,-4,-9,-3,-12,-3,-4,-4,12,-6,-8,-5,-8,-3,-3,-8,-1,2,-8
T1391	2,3,5,7,9,11,14,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,68,70,72,74	3,3,2,3,4,1,1,3,3,2,4,4,3,3,4,1,4,4,4,3,4,2,4,2,3,4,4,2,1,2,3,4,3,1,2,2,2	1,-2,4,4,-4,-5,-5,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-6,8,12,-16,-5,-5,-15,-15,-10,12,-12,-9,6,-4,4,-4,-12,-8,-12,-12,-2,-16,-2,3,-4,12,-6,-2,-10,-12,-12,-9,-4,6,4,-8
T1392	2,3,5,7,9,11,14,15,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,68,71,72,74	1,3,2,2,4,1,1,3,4,3,3,3,4,1,4,2,1,2,3,3,3,2,4,4,2,2,1,1,3,1,2,2,3,3,2,3,4	1,-2,4,4,-4,-5,-5,-5,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	1,-6,8,8,-16,-5,-5,-15,-20,-15,9,-9,-12,2,-4,8,-1,-6,-6,-12,-9,-2,-16,-4,2,-2,3,-3,-6,-5,-8,-6,-9,-12,-2,6,-16
T1393	2,3,5,8,9,11,14,16,17,19,22,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,55,56,58,60,62,64,66,68,70,72,74	1,1,3,2,3,3,1,2,3,3,3,3,3,2,2,4,3,1,4,2,3,3,3,4,1,4,2,2,2,2,4,4,2,4,3,1,4	1,-2,4,4,-4,-5,-5,-4,-5,-5,3,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-2,12,8,-12,-15,-5,-8,-15,-15,9,-9,-9,4,-2,16,-3,-3,-8,-8,-9,-3,-12,-4,1,-4,6,-6,-4,-10,-16,-12,-6,-16,9,2,-16
